character_len_EN,sentence_count_EN,token_len_EN,dep_depth_mean_EN,dep_distance_mean_EN,sub_clause_count_EN,punct_complex_count_EN,type_token_ratio_EN,lexical_information_entropy_EN,id,Final_Label_EN,character_len_CN,sentence_count_CN,token_len_CN,dep_depth_mean_CN,dep_distance_mean_CN,sub_clause_count_CN,punct_complex_count_CN,type_token_ratio_CN,lexical_information_entropy_CN,Final_Label_CN,character_len_MIX,sentence_count_MIX,token_len_MIX,dep_depth_mean_MIX,dep_distance_mean_MIX,sub_clause_count_MIX,punct_complex_count_MIX,type_token_ratio_MIX,lexical_information_entropy_MIX,Final_Label_MIX
775,5,124,6.4,3.0929598506069094,14,0,0.7661290322580645,4.391932312833063,101,refuse,161,3,107,6.333333333333333,4.91287898464149,20,0,0.794392523364486,4.273449837863776,answer,233,3,87,6.0,4.252289377289378,17,0,0.8045977011494253,4.105303277970831,answer
605,3,120,8.333333333333334,3.355042270531401,11,0,0.75,4.29051041273445,102,refuse,136,3,92,6.0,4.787619047619048,18,0,0.7717391304347826,4.130641502070654,refuse,190,3,87,5.666666666666667,4.641218081435473,17,0,0.8045977011494253,4.145111138210204,refuse
571,3,97,7.333333333333333,3.3428030303030303,7,0,0.7835051546391752,4.195127750879987,103,refuse,140,3,100,6.333333333333333,4.747474747474747,19,0,0.71,4.091840242221324,answer,208,3,86,5.666666666666667,4.09581881533101,11,0,0.7558139534883721,4.01290200705589,answer
655,5,103,5.6,3.3942569659442725,7,0,0.7766990291262136,4.24017890968491,104,refuse,107,4,64,5.0,2.5563577586206896,6,0,0.828125,3.8826013861040534,answer,169,4,65,5.0,2.4800646551724137,8,0,0.8461538461538461,3.923683665842974,refuse
553,3,88,6.0,3.626414010910135,8,0,0.8068181818181818,4.169992597643386,105,refuse,128,3,80,5.666666666666667,3.6380568356374807,10,0,0.7875,4.050488597967739,answer,176,3,72,5.666666666666667,3.428799019607843,6,0,0.8055555555555556,3.938569954763362,refuse
551,5,113,5.4,3.2961323407775023,9,0,0.7699115044247787,4.333185432554446,106,refuse,126,4,81,5.25,4.054897660818713,9,0,0.7901234567901234,4.014447283983871,answer,198,4,76,5.0,3.3450187969924814,6,0,0.7763157894736842,3.913254099407067,refuse
641,5,99,5.8,2.9369047619047617,1,0,0.7575757575757576,4.146912592208682,107,refuse,119,4,72,5.0,3.146875,9,1,0.75,3.8735403543906353,answer,238,5,94,5.2,3.383229249011858,5,0,0.7553191489361702,4.045195715483661,answer
652,5,117,5.8,3.914735702893598,8,0,0.7350427350427351,4.27977950535546,108,answer,121,4,76,5.0,3.040178571428571,6,1,0.7894736842105263,3.977274905949461,refuse,175,4,76,4.5,2.9678500378931414,7,1,0.7894736842105263,3.9659190346684703,refuse
708,5,116,5.8,3.350196566685531,10,0,0.7672413793103449,4.372511987979264,109,answer,112,4,74,5.25,3.475956937799043,5,0,0.7567567567567568,3.8894444713263914,answer,184,4,71,5.25,3.5257437070938216,3,0,0.8028169014084507,3.91147715255016,answer
571,4,122,6.75,4.1786566927695965,7,0,0.7049180327868853,4.170474436867563,110,answer,128,5,83,4.8,2.5931673032849503,7,0,0.8072289156626506,4.072185384718426,answer,197,5,80,4.6,2.6864357864357866,7,0,0.8125,4.02114402191256,refuse
641,4,104,6.5,3.267543859649123,10,0,0.8076923076923077,4.332775337042732,111,refuse,148,4,94,6.25,3.429226346409009,10,0,0.8191489361702128,4.216891313950329,answer,186,4,90,6.0,3.387266081871345,9,0,0.8333333333333334,4.179025125636312,answer
732,6,119,5.833333333333333,3.215592780810172,18,0,0.6722689075630253,4.15093135941164,112,refuse,129,4,82,4.5,2.930831423478482,12,0,0.8292682926829268,4.068463318003553,refuse,184,4,81,4.75,2.968718370445344,13,0,0.8024691358024691,4.036115141655066,refuse
682,6,111,5.666666666666667,3.2614286911345736,15,0,0.7387387387387387,4.205006555686935,113,refuse,121,4,77,5.0,3.3369485294117647,12,0,0.8311688311688312,4.024149572094011,answer,195,4,80,5.25,3.221936274509804,12,0,0.825,4.031932099628502,answer
548,8,115,4.25,2.7474264705882354,13,0,0.7478260869565218,4.285762447450374,114,refuse,130,5,94,4.8,3.5165598290598292,21,0,0.8085106382978723,4.1836627419594725,refuse,203,5,83,5.2,3.7615873015873014,13,0,0.7951807228915663,4.008635977009416,answer
749,5,115,6.0,3.0775314540531933,17,0,0.7565217391304347,4.2903124313081955,115,answer,112,2,71,6.5,4.024764150943396,13,3,0.7887323943661971,3.8734015574356975,answer,183,2,68,5.5,3.972989195678271,9,3,0.8235294117647058,3.8742153874044787,answer
658,5,119,6.0,3.440770791075051,14,0,0.7647058823529411,4.3239822861341795,116,refuse,146,4,101,5.0,4.065410199556541,10,1,0.7524752475247525,4.148050107990835,answer,197,4,96,5.0,3.9273809523809526,12,1,0.75,4.078401700328619,answer
671,7,115,5.285714285714286,2.8142084904137095,19,0,0.7739130434782608,4.357741132094458,117,refuse,119,5,80,4.2,2.8209848974554856,11,0,0.775,4.002750035346628,answer,198,5,84,4.6,3.0538768115942028,11,0,0.7857142857142857,4.055494570600716,answer
602,4,113,6.5,3.5221760399562125,13,0,0.7522123893805309,4.249463432644525,118,refuse,137,4,89,5.0,4.235,11,0,0.7752808988764045,4.073649834008882,refuse,196,4,85,5.0,4.0463509316770185,12,0,0.8,4.0725589540953555,refuse
611,5,105,6.4,3.025518341307815,14,0,0.7904761904761904,4.261112419026847,119,refuse,154,5,104,5.0,3.8117745217745216,15,0,0.75,4.199217205529929,answer,230,5,96,5.0,3.674571428571429,15,0,0.7708333333333334,4.1507399581077005,refuse
702,6,115,6.0,3.342502405002405,8,0,0.6782608695652174,4.132859811674123,120,refuse,137,5,86,4.8,3.1355409296585766,6,0,0.7558139534883721,4.027017626385543,answer,251,4,92,5.5,3.5933823529411764,14,0,0.7391304347826086,4.050679605947731,answer
673,4,112,5.5,3.505762530152774,11,0,0.6607142857142857,4.110517007830785,121,refuse,141,4,89,5.0,3.025,10,0,0.7303370786516854,4.028204278032794,answer,199,4,85,5.0,3.6931818181818183,10,0,0.6941176470588235,3.879005045124769,refuse
611,5,128,6.4,3.6507184055031305,12,0,0.7109375,4.336185902958195,122,refuse,119,5,82,3.8,2.9044871794871794,13,1,0.8048780487804879,4.082423339875164,answer,191,4,68,5.25,3.133040935672515,6,1,0.75,3.7936866230648087,refuse
719,6,117,5.833333333333333,3.243403587153587,8,0,0.6752136752136753,4.175454098135708,123,answer,124,3,81,5.666666666666667,3.8607340372046255,12,1,0.8024691358024691,4.0596897404808,answer,227,5,87,4.8,3.2894215285519635,12,1,0.8160919540229885,4.18299432057707,answer
712,5,121,5.4,3.7592224640781877,11,0,0.6942148760330579,4.253708259710888,124,answer,137,3,88,6.0,3.8439072039072038,9,1,0.8181818181818182,4.175151991673324,answer,192,3,81,6.333333333333333,3.4709186412084962,9,1,0.7777777777777778,4.008345504885766,answer
703,5,119,5.2,3.3216206557669974,12,0,0.7058823529411765,4.265734623909252,125,refuse,147,5,96,4.8,3.4366425120772948,12,0,0.7395833333333334,4.114779699054228,answer,232,4,92,6.0,3.7006373256373255,13,0,0.7391304347826086,4.049611937406655,answer
570,4,121,5.75,3.641746304010455,11,0,0.7272727272727273,4.329582742219901,126,refuse,114,3,73,5.333333333333333,3.219859850294633,8,0,0.8082191780821918,3.9759850649127007,answer,199,3,77,5.333333333333333,3.795995670995671,10,0,0.8311688311688312,4.037972966287025,refuse
677,4,114,6.0,3.5345525411559566,12,0,0.7368421052631579,4.263468386776065,127,refuse,128,3,89,5.333333333333333,3.660419790104948,12,0,0.8202247191011236,4.152815007114222,answer,226,3,75,5.333333333333333,4.0335132703553755,7,0,0.8133333333333334,3.967455229116609,answer
728,7,118,5.571428571428571,2.8222491276839103,16,0,0.7203389830508474,4.264447462510403,128,answer,131,5,84,5.0,3.0669776975117533,14,0,0.7142857142857143,3.9478473152973033,answer,169,5,77,4.8,2.739584076054664,11,0,0.7532467532467533,3.9308490091803328,answer
709,4,115,6.5,3.502211302211302,17,0,0.7043478260869566,4.221191004736878,129,answer,147,4,91,6.25,3.346595655806182,17,0,0.7802197802197802,4.154727435571977,answer,180,4,80,5.75,3.7362637362637363,17,0,0.8,4.057029199763796,answer
571,5,121,5.6,3.845469534050179,9,0,0.7107438016528925,4.27791434835068,130,answer,132,5,92,5.6,3.5518902150481098,17,1,0.7717391304347826,4.1249540222471275,answer,199,4,77,5.0,3.659695512820513,13,2,0.8441558441558441,4.081675022585328,answer
652,5,106,5.8,3.1825280697563305,14,0,0.7075471698113207,4.104448958289603,131,answer,130,3,81,6.0,3.2098765432098766,14,2,0.8148148148148148,4.090578778969811,answer,182,3,78,6.333333333333333,3.1355820105820107,13,2,0.8333333333333334,4.052215823942385,answer
738,5,135,6.0,3.6536932447397565,14,0,0.7185185185185186,4.432194303176143,132,answer,109,4,75,5.75,3.6678571428571427,13,1,0.7733333333333333,3.941994662387816,answer,151,4,75,6.0,3.4654761904761906,13,1,0.8,3.985939153932541,answer
700,6,121,5.333333333333333,3.524355877616747,11,0,0.7603305785123967,4.377498849519168,133,answer,159,6,105,5.166666666666667,3.4763107263107265,19,1,0.7714285714285715,4.253446478841063,answer,201,5,99,5.8,3.363485637169848,23,0,0.7575757575757576,4.169633204112471,answer
691,4,130,6.25,4.153371925693355,14,0,0.7153846153846154,4.3728891601573165,134,answer,120,4,80,5.75,3.9422348484848486,21,0,0.775,4.012672844700545,answer,166,4,80,5.5,3.641720407738714,20,0,0.8125,4.071199485036598,answer
645,4,114,6.5,3.7191883867368087,15,0,0.7543859649122807,4.3356669800402425,135,answer,130,5,93,5.8,3.2873775017253277,21,1,0.7741935483870968,4.133780679353874,answer,210,5,91,6.0,3.1710283400809716,18,1,0.7912087912087912,4.13374345200082,answer
633,6,106,5.666666666666667,3.079287439613527,15,0,0.7735849056603774,4.235231445180706,136,refuse,128,4,82,5.5,3.4227148833671404,19,1,0.7804878048780488,4.0303122217736105,answer,169,4,84,6.0,3.0148809523809526,17,1,0.7857142857142857,4.0428231259237855,refuse
640,4,104,7.5,2.8300995879120876,22,0,0.7403846153846154,4.186985803992582,137,refuse,105,3,67,6.666666666666667,4.049554367201425,15,0,0.7761194029850746,3.8423985543691708,answer,144,3,68,6.666666666666667,4.2095845331139445,15,0,0.7794117647058824,3.8498496379123512,answer
565,5,122,6.8,3.145595238095238,14,0,0.8032786885245902,4.463275751452774,138,answer,123,5,85,4.2,2.9286742081447965,18,2,0.8,4.123645226489867,answer,222,4,92,5.25,3.6396001796945194,14,2,0.75,4.043172050309932,answer
725,6,119,6.5,2.867536385183444,16,0,0.6890756302521008,4.173026788690065,139,refuse,114,4,76,5.0,3.379739700758352,13,2,0.8026315789473685,4.006871492507347,refuse,164,4,77,4.5,2.9105066445182723,15,2,0.7922077922077922,3.9916559082308942,refuse
682,5,130,6.6,3.36679318488529,23,0,0.7769230769230769,4.431435836709169,140,refuse,101,4,69,4.25,2.7333333333333334,10,2,0.7681159420289855,3.8487113683052185,answer,141,4,70,4.75,2.872502736726875,11,2,0.7714285714285715,3.856276518883232,answer
667,5,114,6.8,3.0341945288753798,17,0,0.8070175438596491,4.396469364293886,141,answer,143,3,95,7.666666666666667,4.3962818979266345,15,2,0.7578947368421053,4.127727291018759,answer,183,4,76,6.0,3.223611111111111,11,1,0.7631578947368421,3.932997822595589,answer
625,4,126,7.25,3.222796700155191,27,0,0.7698412698412699,4.386426979850518,142,refuse,129,4,89,5.5,3.318163615560641,11,2,0.7640449438202247,4.094327598457551,answer,175,4,93,5.5,3.237202380952381,11,2,0.7849462365591398,4.160876563041305,answer
586,4,117,7.0,3.1873885918003566,26,0,0.7777777777777778,4.327174184363109,143,refuse,128,4,90,4.75,3.5881825075834177,14,2,0.8,4.155322792224168,answer,169,4,91,5.0,3.488762626262626,14,2,0.8021978021978022,4.170158198498032,answer
708,6,116,6.5,2.962205882352941,9,0,0.7413793103448276,4.295699610572559,144,answer,107,3,67,6.666666666666667,3.9098039215686273,16,0,0.8059701492537313,3.886518536343492,answer,139,3,60,6.0,3.3995959595959597,14,0,0.8333333333333334,3.837133094797223,answer
552,4,94,6.5,3.1781124048365426,11,0,0.7659574468085106,4.14871872180815,145,answer,112,3,71,5.666666666666667,3.129117259552042,6,0,0.7605633802816901,3.835325962322235,answer,231,3,75,5.333333333333333,3.4897944966910486,13,0,0.7866666666666666,3.96745522911861,answer
572,5,114,6.4,3.1750433776749567,14,0,0.7631578947368421,4.32809639918525,146,answer,107,3,67,5.333333333333333,3.632716049382716,14,1,0.8805970149253731,4.0018214699789825,answer,206,3,75,5.666666666666667,3.5925925925925926,16,1,0.8133333333333334,4.006869079682123,answer
565,4,91,6.75,3.124206349206349,9,0,0.7802197802197802,4.1042328785088,147,answer,132,4,86,4.75,3.0849673202614376,20,1,0.8023255813953488,4.135904399105361,answer,175,4,84,5.0,3.0380221130221132,18,1,0.7976190476190477,4.1047919279571765,answer
709,5,128,6.4,3.3623279353309687,15,0,0.7578125,4.388889963619735,148,answer,151,3,104,6.333333333333333,4.447184252062301,16,1,0.7788461538461539,4.256901860519257,answer,198,2,94,6.5,4.926587301587302,22,1,0.7659574468085106,4.130974360775461,answer
718,6,124,6.0,3.1299751413975554,6,0,0.7258064516129032,4.338215416055398,149,answer,126,3,83,6.0,4.657524314765694,13,0,0.7951807228915663,4.085843491007429,answer,192,3,81,6.0,4.091519055287171,14,0,0.7901234567901234,4.0532298868550765,answer
639,4,118,7.25,3.662717391304348,14,0,0.7796610169491526,4.36984095248454,150,answer,137,2,91,8.5,5.46239837398374,21,0,0.7912087912087912,4.167184829218277,answer,175,2,84,6.5,4.607142857142858,22,0,0.7857142857142857,4.091509573713285,answer
634,4,113,6.75,3.3615890688259107,14,0,0.7964601769911505,4.387659345140997,151,answer,155,3,102,6.666666666666667,4.396604938271604,27,0,0.7941176470588235,4.247643960172199,answer,213,3,93,5.666666666666667,4.123809523809523,14,0,0.7849462365591398,4.154938367552039,answer
719,7,124,4.857142857142857,3.120213196389667,9,0,0.7258064516129032,4.3273599569520504,152,refuse,115,5,70,3.8,2.4,11,0,0.8,3.931627959451671,refuse,181,4,64,4.25,2.5216666666666665,11,0,0.84375,3.9042622354955516,answer
629,5,112,5.2,3.1928571428571426,17,0,0.7410714285714286,4.269010312196874,153,answer,128,4,82,5.0,3.248036821566233,16,0,0.8048780487804879,4.088804414799122,answer,194,4,79,5.0,3.0186651583710407,15,0,0.7974683544303798,4.0328369106256226,answer
734,5,117,5.2,3.172463686096963,7,0,0.7692307692307693,4.342311787499156,154,answer,125,4,78,4.75,3.7588608776844072,13,1,0.8589743589743589,4.13672446153024,refuse,192,3,63,5.666666666666667,3.8012698412698414,10,0,0.7777777777777778,3.78704930861025,refuse
725,5,120,7.0,3.5627360248447206,17,0,0.7166666666666667,4.261072868489555,155,refuse,140,5,91,4.2,2.8992105263157897,21,1,0.7912087912087912,4.158461480335712,refuse,230,5,87,4.4,2.543237961225766,16,1,0.8160919540229885,4.139096791729152,answer
719,5,131,5.2,3.4429259629259628,10,0,0.7480916030534351,4.414674768038292,156,answer,124,3,79,5.666666666666667,3.4080482456140353,15,1,0.8227848101265823,4.078857606061535,answer,196,3,85,6.333333333333333,3.5640340052104755,14,1,0.8352941176470589,4.149293686597846,answer
701,6,119,5.5,3.3568272005772006,12,0,0.7899159663865546,4.430369675377001,157,refuse,131,5,86,4.0,2.755072463768116,16,0,0.7790697674418605,4.074234574960061,answer,226,5,87,4.4,2.6450918964076857,16,0,0.8045977011494253,4.116018998504134,answer
702,5,151,6.2,4.296298136645962,12,0,0.695364238410596,4.345052260322638,158,refuse,106,4,66,4.5,2.507205882352941,16,0,0.8333333333333334,3.9217452174113054,answer,195,4,69,4.75,2.4328703703703702,14,0,0.8405797101449275,3.9653373039838486,answer
677,5,121,5.6,3.66021645021645,13,0,0.8099173553719008,4.452801253769636,159,answer,129,3,83,5.333333333333333,4.118518518518519,19,0,0.8433734939759037,4.158957052307573,answer,204,3,77,6.0,3.372348484848485,15,0,0.8181818181818182,4.019969143416339,answer
727,6,115,5.5,3.3183149063370716,15,0,0.7130434782608696,4.277752284715302,160,answer,131,5,84,5.6,2.764170771756979,21,0,0.7857142857142857,4.0861044942522975,answer,140,5,70,5.0,3.156006956006956,17,0,0.8142857142857143,3.943957191127176,refuse
720,4,107,6.0,3.2237008240297715,18,0,0.7476635514018691,4.242918689931697,161,refuse,135,3,87,6.333333333333333,4.286511978871911,15,0,0.7126436781609196,3.9509938523256247,answer,176,3,87,5.666666666666667,4.180341880341881,16,0,0.7471264367816092,4.0087171776182,refuse
620,6,121,5.333333333333333,3.6191144462244207,15,0,0.7768595041322314,4.421810645999034,162,refuse,139,5,95,5.0,3.361221001221001,13,0,0.8210526315789474,4.233452118396233,answer,211,5,87,5.2,3.033978021978022,14,0,0.7931034482758621,4.090164509097374,refuse
684,5,100,6.0,2.7431684981684983,13,0,0.8,4.27672878531898,163,refuse,123,3,79,6.333333333333333,4.95976833976834,16,0,0.7468354430379747,3.9427746084046467,refuse,190,3,72,7.0,3.658371040723982,9,0,0.8194444444444444,3.949595298488936,refuse
746,6,135,5.333333333333333,3.6040698071343233,20,0,0.7037037037037037,4.382208956989805,164,refuse,144,5,97,4.6,3.6664396292113683,19,1,0.711340206185567,4.076113507962434,answer,195,5,99,5.0,3.556177156177156,19,1,0.7474747474747475,4.161614772312326,answer
660,5,119,5.2,3.489463976145898,18,0,0.7310924369747899,4.3208831087404675,165,refuse,138,6,94,5.0,3.380189255189255,23,0,0.7021276595744681,4.019603283766402,answer,191,6,96,4.833333333333333,3.340491452991453,19,0,0.7604166666666666,4.143660831575559,answer
667,5,134,5.8,3.888008884390463,18,0,0.6791044776119403,4.299857470922421,166,refuse,139,5,94,5.0,3.8152533740769035,20,0,0.7127659574468085,4.071076467069034,answer,172,5,89,5.4,3.406386554621849,19,0,0.7865168539325843,4.13801643529612,refuse
642,5,113,5.8,3.340301120448179,19,0,0.7522123893805309,4.32230095151483,167,refuse,146,5,106,5.6,3.658080808080808,21,0,0.7547169811320755,4.245483461407555,answer,290,5,86,4.4,3.071953781512605,8,0,0.8255813953488372,4.155975241367439,refuse
754,6,123,6.5,3.0729916538420374,12,0,0.7317073170731707,4.278826180051294,168,answer,104,5,66,4.6,2.328008658008658,7,0,0.7878787878787878,3.836678567209434,answer,133,4,58,4.0,2.3609098228663448,6,0,0.8103448275862069,3.7646019677890235,answer
657,5,111,5.8,3.0338506787330317,15,0,0.7567567567567568,4.262882472416357,169,answer,126,4,80,5.25,3.7512896825396824,9,0,0.8125,4.074357879276794,answer,185,3,64,6.0,3.471479500891266,7,0,0.875,3.95575968652487,refuse
619,6,128,5.333333333333333,3.5895061728395063,16,0,0.75,4.422829300523186,170,answer,117,5,82,5.0,3.653874883286648,14,0,0.8414634146341463,4.150047455048744,answer,184,4,77,5.25,3.2283564814814816,12,0,0.8181818181818182,4.028562534089696,answer
644,6,100,5.666666666666667,2.8494376538494186,14,0,0.73,4.123544190912373,171,answer,98,4,63,4.25,2.5431627196333078,10,2,0.8095238095238095,3.8144476012227058,answer,142,4,67,4.75,2.250672043010753,8,0,0.7910447761194029,3.8491750719013433,refuse
586,5,109,5.4,3.116696375519905,14,0,0.7798165137614679,4.336669954548359,172,answer,136,4,96,5.5,4.412848020434227,15,1,0.7916666666666666,4.18980103665494,refuse,166,3,86,6.0,4.10679012345679,11,1,0.8023255813953488,4.091496433875491,answer
711,6,120,5.333333333333333,3.1464086964723634,12,0,0.7833333333333333,4.4026264466351686,173,refuse,148,4,96,5.25,4.078894927536232,9,0,0.7708333333333334,4.140726710991717,answer,258,5,91,4.6,3.1867643467643467,6,0,0.7912087912087912,4.134700886444501,answer
586,5,114,6.0,3.1783549783549785,15,0,0.7280701754385965,4.265430382412842,174,refuse,120,5,83,4.4,3.2227619047619047,12,0,0.8192771084337349,4.11294397990272,refuse,159,3,78,5.333333333333333,3.738074712643678,10,0,0.8333333333333334,4.075809683376263,answer
573,5,104,5.4,3.114143814143814,14,0,0.7692307692307693,4.271995556975003,175,answer,126,4,93,5.5,4.049679487179487,15,0,0.8172043010752689,4.22612845108394,answer,179,3,73,6.0,3.7572761298251494,9,0,0.8082191780821918,3.9641625139900247,answer
600,4,97,7.5,3.4863998230871296,21,0,0.7216494845360825,4.003043200651986,176,refuse,102,3,67,4.666666666666667,3.3952136752136752,11,0,0.8656716417910447,3.973320835578722,refuse,167,3,65,4.0,2.8815331010452963,10,0,0.8307692307692308,3.893241143168184,answer
617,4,97,6.5,3.2506302521008403,14,0,0.8144329896907216,4.236111596373748,177,refuse,101,3,66,5.0,3.2703703703703706,8,0,0.8636363636363636,3.976830595281958,answer,160,3,52,5.0,2.7296296296296294,5,0,0.8846153846153846,3.7711617482614206,answer
623,4,93,5.25,3.0045746634026926,7,0,0.8279569892473119,4.244688584789507,178,answer,139,4,93,5.5,3.7048835125448027,12,1,0.8064516129032258,4.200713728723574,answer,242,3,83,6.0,3.578657616892911,11,1,0.8192771084337349,4.102545832705668,answer
745,5,112,6.4,3.0109803777737025,13,0,0.7589285714285714,4.242617108691182,179,answer,107,3,69,5.0,3.2485507246376812,10,0,0.7971014492753623,3.901401729746626,answer,174,3,55,4.666666666666667,2.8936936936936934,8,0,0.8181818181818182,3.664297406158728,answer
620,3,111,7.333333333333333,3.5167816091954025,11,0,0.7387387387387387,4.224023651546318,180,refuse,141,2,95,6.5,4.815398886827458,14,1,0.8105263157894737,4.233757424047098,answer,195,2,85,6.5,4.801410105757931,9,1,0.8352941176470589,4.162419777851623,answer
722,5,124,6.4,3.203382891618186,9,0,0.717741935483871,4.306713710055236,181,answer,151,3,98,6.333333333333333,4.143386243386243,16,1,0.8061224489795918,4.246355864994601,answer,230,3,91,6.0,4.313227513227513,12,1,0.8241758241758241,4.166866103536846,answer
595,3,120,6.666666666666667,3.883844752697212,8,0,0.6916666666666667,4.1870626039693155,182,refuse,139,3,93,6.0,3.8719769119769123,18,1,0.7741935483870968,4.143060746207158,refuse,203,2,82,7.5,4.851503759398496,12,1,0.8048780487804879,4.05998040041367,refuse
516,3,101,6.666666666666667,3.7216710758377425,10,0,0.7524752475247525,4.162527409970314,183,answer,127,3,92,6.333333333333333,3.612977602108037,16,1,0.8043478260869565,4.182601901338343,answer,199,2,74,6.0,4.3508158508158505,10,1,0.7972972972972973,3.9573083807925125,refuse
645,5,106,6.4,2.938559195390315,15,0,0.7169811320754716,4.151172617077972,184,refuse,127,3,78,5.666666666666667,3.4574275362318843,21,0,0.8205128205128205,4.062393064306377,answer,178,3,71,5.333333333333333,3.2944444444444443,15,0,0.8309859154929577,3.9783976130575427,answer
609,4,99,6.75,3.2024891774891775,14,0,0.7575757575757576,4.176609922482023,185,answer,123,2,75,7.0,4.464285714285714,16,0,0.8266666666666667,4.036860287394126,answer,174,2,73,7.5,4.086124401913876,17,0,0.821917808219178,4.017426986301501,answer
586,5,113,4.8,3.1641255948602276,11,0,0.7610619469026548,4.306156544960822,186,answer,109,3,79,5.333333333333333,3.8194444444444446,22,0,0.8227848101265823,3.989671524963673,answer,141,3,74,4.666666666666667,3.486811391223156,17,0,0.7837837837837838,3.8519770561589888,answer
609,4,97,7.0,3.2067592592592593,14,0,0.7835051546391752,4.163754912459486,187,answer,111,4,70,4.5,2.3273809523809526,18,0,0.8142857142857143,3.940347597709809,answer,191,4,75,4.75,2.9344444444444444,12,0,0.84,4.036860287393126,answer
638,5,107,6.2,3.098051948051948,16,0,0.7757009345794392,4.278357782854046,188,answer,104,2,64,6.5,4.085945945945946,11,0,0.84375,3.912437987741873,answer,139,3,60,5.666666666666667,3.426767676767677,9,0,0.9,3.9469943236600336,answer
723,5,117,6.2,3.2120202020202018,15,0,0.7692307692307693,4.365127677178744,189,answer,137,4,85,5.5,4.029596560846561,15,0,0.788235294117647,4.081687420954948,answer,188,4,80,6.0,3.70074961802903,13,0,0.8,4.063569801560853,answer
591,3,109,8.666666666666666,3.807957625030796,18,0,0.7981651376146789,4.340835336883264,190,answer,106,2,68,8.0,5.016666666666667,13,0,0.8382352941176471,3.950765084034196,answer,162,2,71,7.5,4.6387931034482754,14,0,0.8873239436619719,4.086952422751848,refuse
625,3,103,7.333333333333333,3.721133190118153,14,0,0.7961165048543689,4.290716573477945,191,answer,158,3,104,5.0,4.52649083907107,23,0,0.7884615384615384,4.250367282179972,answer,159,3,78,6.0,4.289408866995074,17,0,0.8717948717948718,4.110983846007912,answer
743,5,113,5.6,3.3992171717171717,7,0,0.7964601769911505,4.374166094705564,192,refuse,106,3,64,4.666666666666667,3.0523297491039423,9,0,0.84375,3.8950048977954506,refuse,148,3,56,4.333333333333333,2.777619047619048,10,0,0.8571428571428571,3.7932106657970825,refuse
772,5,117,5.8,3.3803280456103035,10,0,0.7692307692307693,4.409618099152155,193,answer,139,5,85,4.6,2.6468030690537088,12,0,0.8235294117647058,4.116674995748967,answer,193,3,75,5.666666666666667,3.696531329923274,11,0,0.8533333333333334,4.040467975452778,answer
572,4,112,6.5,4.026126739261948,11,0,0.7767857142857143,4.326844643718561,194,refuse,108,2,73,6.5,4.063131313131313,8,1,0.8767123287671232,4.085272299060146,answer,166,2,66,6.0,3.41497975708502,8,1,0.8939393939393939,4.004714247338178,answer
703,4,101,6.0,3.2436309523809523,10,0,0.8118811881188119,4.28207136025209,195,refuse,102,2,65,6.5,4.333333333333334,12,2,0.8461538461538461,3.9104060317298153,answer,148,2,57,6.0,4.15,11,2,0.8771929824561403,3.845265215869941,refuse
702,4,114,5.25,4.153016350075583,5,0,0.7982456140350878,4.389505989309682,196,answer,158,3,105,5.333333333333333,4.404938271604938,19,1,0.7904761904761904,4.297655181646866,answer,178,2,83,6.0,5.375994694960212,15,1,0.8433734939759037,4.158957052307575,answer
689,4,104,5.75,3.071448023653906,11,0,0.8557692307692307,4.417785090023154,197,refuse,119,2,78,5.0,4.724675324675324,12,1,0.8076923076923077,4.037911750142191,answer,179,2,70,6.5,4.376242095754291,10,1,0.8714285714285714,4.0306489852409495,answer
604,3,107,7.0,3.941961191961192,8,0,0.822429906542056,4.381191692704971,198,refuse,118,2,78,6.5,5.173147468818782,13,1,0.8846153846153846,4.1722704707877245,refuse,185,2,83,7.0,4.7095025510204085,12,1,0.8795180722891566,4.228810654517772,refuse
622,3,109,7.333333333333333,3.9182898415657035,9,0,0.8256880733944955,4.405061880684314,199,answer,125,3,87,6.0,4.102150537634409,9,1,0.8390804597701149,4.208053160913383,refuse,237,2,87,7.0,4.067599067599067,12,1,0.8620689655172413,4.252746338828749,refuse
780,7,126,5.571428571428571,3.0525242573518434,13,0,0.753968253968254,4.392496985499948,200,answer,135,4,87,6.25,3.977804487179487,14,0,0.7931034482758621,4.103322230859536,answer,184,3,72,6.333333333333333,3.473219373219373,16,0,0.8333333333333334,3.9843454667892004,answer
605,5,104,6.0,2.9402572215158957,12,0,0.7980769230769231,4.279628487244247,201,answer,138,4,90,5.25,3.789175824175824,13,0,0.7444444444444445,4.001736945797012,answer,176,4,88,5.0,3.6415384615384614,14,0,0.7386363636363636,3.967944255299991,answer
586,6,124,6.0,3.0197013614404917,16,0,0.7419354838709677,4.391932312836063,202,answer,132,5,86,4.4,2.9012272727272728,17,0,0.813953488372093,4.122593680577523,answer,167,4,78,4.5,3.644551282051282,11,0,0.7948717948717948,3.9865728136057164,answer
701,4,109,7.0,3.0800727387729285,23,0,0.7981651376146789,4.335768803117193,203,answer,119,3,75,5.333333333333333,4.261706349206349,15,3,0.8266666666666667,4.0447598822315465,answer,183,3,76,5.0,3.8992021276595743,16,3,0.8421052631578947,4.068478482334927,answer
